"","Latitude","Longitude","BSR","5kmForestCover","PropAge","MeanTemperature","TemperatureSeasonality","AnnualPrecipitation","PrecipitationSeasonality","Elevation","Slope"
"267",-22.2375,-52.3065,"Alto Parana Atlantic forest",10.3917482231244,0.028,22.6333332061768,252.670593261719,1150,46.3281211853027,306,0.16
"268",-23.1995,-46.3552,"Serra do Mar coastal forests",42.9594776170523,0.125,17.9208335876465,236.166915893555,1370,66.0918121337891,855,1.61
"269",-22.832376,-47.10624,"Alto Parana Atlantic forest",5.72280231953189,0.007,20.4624996185303,233.502227783203,1280,67.9968566894531,619,0.33
"270",-22.828604,-47.105959,"Alto Parana Atlantic forest",5.67279796166851,0.007,20.4624996185303,233.502227783203,1280,67.9968566894531,614,0.23
"271",-22.783978,-47.002794,"Alto Parana Atlantic forest",6.39524567689431,0.085,20.1958332061768,234.806106567383,1281,67.7940444946289,608,0.04
"272",-23.002464,-46.964709,"Serra do Mar coastal forests",16.5344696788124,0.083,19.0791664123535,230.498077392578,1290,67.3040542602539,825,0.78
"274",-22.82027778,-47.11027778,"Alto Parana Atlantic forest",5.06654841951088,0.005,20.5125007629395,233.930084228516,1271,68.0288772583008,611,0.07
"276",-26.78333056,-51.97198333,"Araucaria moist forests",75.7376285334153,0.1,16.6333332061768,331.054321289062,1920,16.6978797912598,881,0.79
"277",-21.9906693,-43.3294659,"Bahia interior forests",26.7354301481612,0.027,20.8208332061768,227.710540771484,1335,74.6342086791992,467,4.69
"278",-25.17166611,-48.29826667,"Serra do Mar coastal forests",78.8723149292575,0.047,21.658332824707,298.685241699219,2092,45.1591949462891,152,4.8
"280",-25.44033056,-48.9193611,"Araucaria moist forests",96.277389176848,0.054,19.1333332061768,285.253753662109,1846,40.0315322875977,571,17.02
"281",-25.52296389,-48.9826333,"Araucaria moist forests",91.3498575689802,0.054,15.7791662216187,267.373229980469,1933,30.2427597045898,1165,4.8
"282",-25.386575,-49.00623056,"Araucaria moist forests",82.7946818367261,0.034,15.4541664123535,273.150482177734,1892,30.7779140472412,1173,9.84
"283",-25.24409722,-48.83229722,"Araucaria moist forests",82.8125686475113,0.028,13.5333337783813,272.683074951172,1959,32.6412811279297,1756,4.11
"285",-25.5261444,-49.1156563,"Araucaria moist forests",23.5863815316723,0.148,17.6875,268.769287109375,1696,31.4819869995117,912,0.04
"286",-25.5338411,-49.11545774,"Araucaria moist forests",25.3772236319794,0.109,17.6875,269.723114013672,1683,31.3271160125732,914,0.06
"287",-25.3498675,-51.4657157,"Araucaria moist forests",16.2408285064583,0.1,16.6416664123535,280.087921142578,1683,19.4754619598389,978,0.76
"288",-25.09756389,-51.29626944,"Araucaria moist forests",75.6075285191073,0.1,16.4333343505859,276.720520019531,1636,22.9452095031738,935,0.65
"289",-25.4488266,-51.4254276,"Araucaria moist forests",42.4741766002923,0.099,16.8583335876465,287.416625976562,1672,19.1601638793945,890,0.82
"291",-22.76031667,-53.29538056,"Alto Parana Atlantic forest",8.23151400423201,0.932,22.345832824707,266.786041259766,1264,40.5417976379395,226,0.2
"293",-27.6701709,-48.4949936,"Serra do Mar coastal forests",16.6315442679577,0.063,19.529167175293,311.035369873047,1585,22.3558254241943,50,2.06
